אפריקע	Afrika
קאַטעגאָריע:זיכערהייט	Categorie:Beveiliging
קאַטעגאָריע:פעלקער	Categorie:Persoon naar nationaliteit
קאַטעגאָריע:פאלעסטינע	Categorie:Palestina
קאַטעגאָריע:איבערזעצער	Categorie:Vertaler
מוסטער:פרעזידענטן פון די פאראייניגטע שטאטן	Sjabloon:Navigatie presidenten Verenigde Staten
קאַטעגאָריע:באנוצער שפראך מוסטערן	Categorie:Wikipedia:Sjablonen babel
קאַטעגאָריע:נביאים	Categorie:Profeet
קאַטעגאָריע:וואשינגטאן	Categorie:Washington (staat)
מוסטער:הויפטשטעט אין אפריקע	Sjabloon:Navigatie hoofdsteden Afrika
קאַטעגאָריע:מאס	Categorie:Eenheid
מוסטער:MONTHNAME	Sjabloon:MONTHNAME
קאַטעגאָריע:תנ"ך	Categorie:Hebreeuwse Bijbel
קאַטעגאָריע:יידן	Categorie:Joden
קאַטעגאָריע:19טער י"ה	Categorie:19e eeuw
קאַטעגאָריע:שרייבער	Categorie:Schrijver
קאַטעגאָריע:מיליטער	Categorie:Krijgswezen
קאַטעגאָריע:פילאנטראפן	Categorie:Filantroop
קאַטעגאָריע:אוניווערסיטעטן	Categorie:Universiteit
מוסטער:דייטשע לענדער	Sjabloon:Navigatie deelstaten Duitsland
טעאריע פון משמעותדיקייט	Kansrekening
קאַטעגאָריע:יאנואר	Categorie:Januari
קאַטעגאָריע:רעזשיסארן	Categorie:Regisseur
מוסטער:User pl	Sjabloon:Gebruiker pl
מוסטער:User nl	Sjabloon:Gebruiker nl
קאַטעגאָריע:שפיאנאזש אגענטורן	Categorie:Geheime dienst
מוסטער:בילד קלעבל סוף	Sjabloon:Afbeelding label eind
מוסטער:גאנצע צאל	Sjabloon:Infobox getal
קאַטעגאָריע:קריגס פארברעכער	Categorie:Holocaustpleger
װיקיפּעדיע:אריינפיר 2	Wikipedia:Archief/Wikipedia:Introductie 2
מוסטער:אינפאקעסטל באן סטאנציע	Sjabloon:Infobox station
קאַטעגאָריע:מאלעריי	Categorie:Schilderkunst
מוסטער:צושרייבונג	Sjabloon:Referenties
קאַטעגאָריע:פארטן	Categorie:Haven
קאַטעגאָריע:געפילן	Categorie:Gemoedstoestand
קאַטעגאָריע:קאסמאלאגיע	Categorie:Kosmologie
קאַטעגאָריע:פרעזידענטן פון לענדער	Categorie:Staatshoofd naar land
קאַטעגאָריע:וואקאבולאר	Categorie:Woordenschat
קאַטעגאָריע:קערפער פון וואסער	Categorie:Oppervlaktewater
װיקיפּעדיע:איבערקוקן	Wikipedia:Review
טורקיז (קאליר)	Turquoise (kleur)
אינדעך	Indigo (kleur)
קאַטעגאָריע:פירמעס	Categorie:Bedrijf
קאַטעגאָריע:מידות	Categorie:Ethiek
מוסטער:User pl-1	Sjabloon:Gebruiker pl-1
מוסטער:בילד קלעבל קליין	Sjabloon:Afbeelding label klein
קאַטעגאָריע:צלם-בלומיקע	Categorie:Brassicaceae
מוסטער:User fr-3	Sjabloon:Gebruiker fr-3
קאַטעגאָריע:ספר בראשית	Categorie:Genesis (boek)
קאַטעגאָריע:אויסדרוקן	Categorie:Uitdrukking
קאַטעגאָריע:שטעט אין יאפאן	Categorie:Stad in Japan
קאַטעגאָריע:געצייג	Categorie:Apparatuur
מוסטער:User is-1	Sjabloon:Gebruiker is-1
מוסטער:User ar-2	Sjabloon:Gebruiker ar-2
מוסטער:User is	Sjabloon:Gebruiker is
מוסטער:טעג פון דער וואך	Sjabloon:Zijbalk weekdagen
קאַטעגאָריע:בלאגס	Categorie:Weblog
קאַטעגאָריע:כעמישע סובסטאנצן	Categorie:Chemische stof
קאַטעגאָריע:שטעט אין די פאראייניגטע שטאטן פון אמעריקע	Categorie:Stad in de Verenigde Staten
מוסטער:PDF	Sjabloon:Pdf
קאַטעגאָריע:מוזיק זשאנערס	Categorie:Muziekgenre
קאַטעגאָריע:אימפעריעס	Categorie:Keizerrijk
מוסטער:רוימישע נומערן	Sjabloon:Romeins
קאַטעגאָריע:שטעט אין שװעדן	Categorie:Stad in Zweden
מוסטער:באדייטן	Sjabloon:Dp
קאַטעגאָריע:פלעצער פון תנ"ך	Categorie:Bijbelse plaats
קאַטעגאָריע:אינפאבאקס מוסטערן	Categorie:Wikipedia:Sjablonen infobox
קאַטעגאָריע:מעדיצינישע באהאנדלונגען	Categorie:Geneeskundige behandeling
מוסטער:User yi-3	Sjabloon:Gebruiker yi-3
מוסטער:User yi-1	Sjabloon:Gebruiker yi-1
קאַטעגאָריע:ישובים אין ישראל	Categorie:Plaats in Israël
קאַטעגאָריע:מיטל מזרח	Categorie:Midden-Oosten
מוסטער:User yi-2	Sjabloon:Gebruiker yi-2
קאַטעגאָריע:צייטונגען	Categorie:Krant
קאַטעגאָריע:פאליציי	Categorie:Politie
קאַטעגאָריע:נאציזם	Categorie:Nationaalsocialisme
קאַטעגאָריע:לאנדאנער באראס	Categorie:Borough van Londen
קאַטעגאָריע:קעז	Categorie:Kaas
קאַטעגאָריע:זיסווארג	Categorie:Snoep
קאַטעגאָריע:מאלצייטן	Categorie:Maaltijd
קאַטעגאָריע:שטעט אין לבנון	Categorie:Stad in Libanon
מוסטער:אדם ביז נח	Sjabloon:Navigatie Adam tot David
קאַטעגאָריע:טעאלאגיע	Categorie:Christelijke theologie
קאַטעגאָריע:מאנאטעיזם	Categorie:Monotheïsme
קאַטעגאָריע:חיפה	Categorie:Haifa
קאַטעגאָריע:קאמפיוטער נעצווערקן	Categorie:Computernetwerk
קאַטעגאָריע:ארכיטעקטור	Categorie:Architectuur
מוסטער:סלאווישע שפראכן	Sjabloon:Navigatie Slavische talen
קאַטעגאָריע:באן סטאנציעס אין ישראל	Categorie:Spoorwegstation in Israël
מוסטער:הויפטשטעט אין דרום אמעריקע	Sjabloon:Navigatie hoofdsteden Zuid-Amerika
מוסטער:לאנד פון דייטשלאנד	Sjabloon:Infobox deelstaat Duitsland
קאַטעגאָריע:מאנגאליי	Categorie:Mongolië
קאַטעגאָריע:באן טראנספארט	Categorie:Spoorweg
צוגאב און אראפנעם צייכנס	Plusteken
קאַטעגאָריע:פארדייאונג סיסטעם	Categorie:Maag-darmstelsel
מוסטער:וויקיפעדיע	Sjabloon:InterWiki
קאַטעגאָריע:שטעט אין האלאנד	Categorie:Stad in Nederland
מוסטער:אלף בית	Sjabloon:Infobox Hebreeuwse letter
קאַטעגאָריע:גאסן	Categorie:Straat
קאַטעגאָריע:פארניכטונגס לאגערן	Categorie:Vernietigingskamp
קאַטעגאָריע:וויין	Categorie:Wijn
מוסטער:Coord	Sjabloon:Coördinaten
קאַטעגאָריע:יידישע שטרעמונגען	Categorie:Joodse richting
מוסטער:לענדער פון אייראפע	Sjabloon:Navigatie landen Europa
קאַטעגאָריע:שטעט אין ניגעריע	Categorie:Plaats in Nigeria
קאַטעגאָריע:מוסטער דאקומענטאציע	Categorie:Wikipedia:Sjablonen sjabloondocumentatie
קאַטעגאָריע:באַניצער eo	Categorie:Wikipedia:Gebruiker eo
קאַטעגאָריע:באַניצער fr	Categorie:Wikipedia:Gebruiker fr
קאַטעגאָריע:באַניצער ja	Categorie:Wikipedia:Gebruiker ja
קאַטעגאָריע:באַניצער la	Categorie:Wikipedia:Gebruiker la
קאַטעגאָריע:באַניצער nn	Categorie:Wikipedia:Gebruiker nn
קאַטעגאָריע:באַניצער pt	Categorie:Wikipedia:Gebruiker pt
קאַטעגאָריע:באַניצער ro	Categorie:Wikipedia:Gebruiker ro
קאַטעגאָריע:באַניצער sv	Categorie:Wikipedia:Gebruiker sv
קאַטעגאָריע:באַניצער cs-3	Categorie:Wikipedia:Gebruiker cs-3
קאַטעגאָריע:באַניצער fr-3	Categorie:Wikipedia:Gebruiker fr-3
קאַטעגאָריע:באַניצער nl-3	Categorie:Wikipedia:Gebruiker nl-3
קאַטעגאָריע:באַניצער nl-1	Categorie:Wikipedia:Gebruiker nl-1
קאַטעגאָריע:באַניצער pl-1	Categorie:Wikipedia:Gebruiker pl-1
קאַטעגאָריע:באַניצער ro-1	Categorie:Wikipedia:Gebruiker ro-1
קאַטעגאָריע:באַניצער ar-1	Categorie:Wikipedia:Gebruiker ar-1
קאַטעגאָריע:באַניצער da-2	Categorie:Wikipedia:Gebruiker da-2
קאַטעגאָריע:באַניצער fr-2	Categorie:Wikipedia:Gebruiker fr-2
קאַטעגאָריע:באַניצער hi-2	Categorie:Wikipedia:Gebruiker hi-2
קאַטעגאָריע:באַניצער nl-2	Categorie:Wikipedia:Gebruiker nl-2
קאַטעגאָריע:באַניצער ar-2	Categorie:Wikipedia:Gebruiker ar-2
קאַטעגאָריע:באַניצער cs-N	Categorie:Wikipedia:Gebruiker cs-M
קאַטעגאָריע:באַניצער fr-M	Categorie:Wikipedia:Gebruiker fr-M
קאַטעגאָריע:באַניצער is-N	Categorie:Wikipedia:Gebruiker is-M
קאַטעגאָריע:באַניצער it-N	Categorie:Wikipedia:Gebruiker it-M
קאַטעגאָריע:באַניצער nl-N	Categorie:Wikipedia:Gebruiker nl-M
קאַטעגאָריע:באַניצער ru-N	Categorie:Wikipedia:Gebruiker ru-M
קאַטעגאָריע:פארוויילונג	Categorie:Amusement
קאַטעגאָריע:ביזנעס	Categorie:Bedrijfsleven
קאַטעגאָריע:שריפט	Categorie:Schriftsysteem
קאַטעגאָריע:באַניצער ar	Categorie:Wikipedia:Gebruiker ar
קאַטעגאָריע:יידיש	Categorie:Jiddisch
קאַטעגאָריע:באַניצער cs	Categorie:Wikipedia:Gebruiker cs
קאַטעגאָריע:אינדזלען	Categorie:Eiland
קאַטעגאָריע:היסטאריקער	Categorie:Historicus
קאַטעגאָריע:באַניצער da	Categorie:Wikipedia:Gebruiker da
קאַטעגאָריע:פאציפישער אקעאן	Categorie:Grote Oceaan
קאַטעגאָריע:באַניצער de	Categorie:Wikipedia:Gebruiker de
קאַטעגאָריע:באַניצער de-2	Categorie:Wikipedia:Gebruiker de-2
קאַטעגאָריע:באַניצער de-3	Categorie:Wikipedia:Gebruiker de-3
קאַטעגאָריע:באַניצער de-N	Categorie:Wikipedia:Gebruiker de-M
מוסטער:דעפארטמענטן פון באליוויע	Sjabloon:Navigatie departementen Bolivia
קאַטעגאָריע:באַניצער en-3	Categorie:Wikipedia:Gebruiker en-3
קאַטעגאָריע:באַניצער en-N	Categorie:Wikipedia:Gebruiker en-M
קאַטעגאָריע:באַניצער eo-1	Categorie:Wikipedia:Gebruiker eo-1
קאַטעגאָריע:באַניצער eo-2	Categorie:Wikipedia:Gebruiker eo-2
קאַטעגאָריע:באַניצער eo-3	Categorie:Wikipedia:Gebruiker eo-3
קאַטעגאָריע:באַניצער eo-N	Categorie:Wikipedia:Gebruiker eo-M
קאַטעגאָריע:באַניצער es	Categorie:Wikipedia:Gebruiker es
קאַטעגאָריע:באַניצער es-1	Categorie:Wikipedia:Gebruiker es-1
מוסטער:EU מיטגלידער	Sjabloon:Navigatie Europese Unie
קאַטעגאָריע:רבנים	Categorie:Rabbijn
קאַטעגאָריע:באַניצער es-2	Categorie:Wikipedia:Gebruiker es-2
קאַטעגאָריע:באַניצער es-3	Categorie:Wikipedia:Gebruiker es-3
קאַטעגאָריע:באַניצער es-N	Categorie:Wikipedia:Gebruiker es-M
קאַטעגאָריע:באַניצער fi	Categorie:Wikipedia:Gebruiker fi
קאַטעגאָריע:באַניצער fi-N	Categorie:Wikipedia:Gebruiker fi-M
קאַטעגאָריע:1680ער	Categorie:1680-1689
קאַטעגאָריע:באַניצער he	Categorie:Wikipedia:Gebruiker he
קאַטעגאָריע:באַניצער he-1	Categorie:Wikipedia:Gebruiker he-1
קאַטעגאָריע:באַניצער he-2	Categorie:Wikipedia:Gebruiker he-2
קאַטעגאָריע:באַניצער he-3	Categorie:Wikipedia:Gebruiker he-3
קאַטעגאָריע:באַניצער he-N	Categorie:Wikipedia:Gebruiker he-M
קאַטעגאָריע:באַניצער hu	Categorie:Wikipedia:Gebruiker hu
קאַטעגאָריע:באַניצער is	Categorie:Wikipedia:Gebruiker is
קאַטעגאָריע:באַניצער is-1	Categorie:Wikipedia:Gebruiker is-1
קאַטעגאָריע:באַניצער is-2	Categorie:Wikipedia:Gebruiker is-2
קאַטעגאָריע:באַניצער is-3	Categorie:Wikipedia:Gebruiker is-3
קאַטעגאָריע:חכמים	Categorie:Religieus leider
קאַטעגאָריע:טיטלען	Categorie:Titulatuur
קאַטעגאָריע:יידישע קיך	Categorie:Joodse keuken
קאַטעגאָריע:שבת	Categorie:Sjabbat
אייגנטום	Eigendom
קאַטעגאָריע:אלף בית	Categorie:Hebreeuws alfabet
קאַטעגאָריע:העברעיש	Categorie:Hebreeuws
קאַטעגאָריע:מלכי ישראל	Categorie:Koning van Israël
קאַטעגאָריע:מלכי יהודה	Categorie:Koning van Juda
קאַטעגאָריע:פרעזידענטן פון ווענעזועלע	Categorie:President van Venezuela
קאַטעגאָריע:באַניצער pl-N	Categorie:Wikipedia:Gebruiker pl-M
קאַטעגאָריע:שיאיטן	Categorie:Sjiisme
קאַטעגאָריע:ראטשילד פאמיליע	Categorie:Familie Rothschild
קאַטעגאָריע:געאמעטריע	Categorie:Meetkunde
קאַטעגאָריע:גארטן	Categorie:Tuinieren
קאַטעגאָריע:שטעט אין ישראל	Categorie:Stad in Israël
קאַטעגאָריע:קינסטלערס	Categorie:Kunstenaar
מוסטער:נומערן	Sjabloon:Zijbalk getalverzamelingen
קאַטעגאָריע:באַניצער it	Categorie:Wikipedia:Gebruiker it
קאַטעגאָריע:באַניצער it-1	Categorie:Wikipedia:Gebruiker it-1
קאַטעגאָריע:וועבזייטלעך	Categorie:Website
קאַטעגאָריע:באַניצער ko	Categorie:Wikipedia:Gebruiker ko
קאַטעגאָריע:שטאטן אין די פאראייניגטע שטאטן	Categorie:Staat van de Verenigde Staten
קאַטעגאָריע:ארגאניזאציעס אין ישראל	Categorie:Israëlische organisatie
קאַטעגאָריע:באַניצער la-1	Categorie:Wikipedia:Gebruiker la-1
קאַטעגאָריע:וואולקאנען	Categorie:Vulkaan
קאַטעגאָריע:שפיאנאזש	Categorie:Spionage
קאַטעגאָריע:שטעט אין טשילע	Categorie:Gemeente in Chili
קאַטעגאָריע:קעניגן אין סאודיע	Categorie:Koning van Saoedi-Arabië
מוסטער:גראפנשאפטן אין ענגלאנד	Sjabloon:Navigatie ceremoniële graafschappen Engeland
מוסטער:אינפארמאציע	Sjabloon:Information
קאַטעגאָריע:שטעט אין פראנקרייך	Categorie:Stad in Frankrijk
קאַטעגאָריע:נאוועמבער	Categorie:November
קאַטעגאָריע:אפמאכן	Categorie:Verdrag
קאַטעגאָריע:באַניצער ru-1	Categorie:Wikipedia:Gebruiker ru-1
װיקיפּעדיע:באבעל	Wikipedia:Babel
מוסטער:הילף אינהאלט צוריק	Sjabloon:Help inhoud terug
קאַטעגאָריע:פארברעכן	Categorie:Criminaliteit
מוסטער:User sv-1	Sjabloon:Gebruiker sv-1
קאַטעגאָריע:פארשטעלונגען	Categorie:Toneelstuk
קאַטעגאָריע:1970ער	Categorie:1970-1979
קאַטעגאָריע:1890ער	Categorie:1890-1899
קאַטעגאָריע:דיכטער	Categorie:Dichter
קאַטעגאָריע:מערץ	Categorie:Maart
קאַטעגאָריע:פוילישע	Categorie:Pools persoon
קאַטעגאָריע:ענגלענדער	Categorie:Engels persoon
קאַטעגאָריע:סעפטעמבער	Categorie:September
קאַטעגאָריע:איטאליענישע היסטאריע	Categorie:Geschiedenis van Italië
קאַטעגאָריע:דיפלאמאטן	Categorie:Diplomaat
קאַטעגאָריע:השכלה	Categorie:De verlichting
קאַטעגאָריע:אקטאבער	Categorie:Oktober
קאַטעגאָריע:באַניצער ms-2	Categorie:Wikipedia:Gebruiker ms-2
קאַטעגאָריע:לאטיינישער אלפאבעט	Categorie:Latijns alfabet
קאַטעגאָריע:שטעט און שטעטלעך אין סלאוואקיי	Categorie:Stad in Slowakije
קאַטעגאָריע:ימען	Categorie:Zee
קאַטעגאָריע:שטעט און שטעטלעך אין פוילן	Categorie:Stad in Polen
קאַטעגאָריע:דעצעמבער	Categorie:December
קאַטעגאָריע:אויגוסט	Categorie:Augustus
קאַטעגאָריע:מיי	Categorie:Mei
קאַטעגאָריע:אויטאמאביל פירמעס	Categorie:Automerk
קאַטעגאָריע:דראגס	Categorie:Drugs
גלוסט	Onkuisheid
וואקאבולאר	Woordenschat
קאַטעגאָריע:ענגלאנד	Categorie:Engeland
קאַטעגאָריע:מעטאלורגיע	Categorie:Metallurgie
קאַטעגאָריע:קאנגרעסלייט	Categorie:Lid van het Huis van Afgevaardigden (Verenigde Staten)
עקספלאראציע	Ontdekkingsreizen
קאַטעגאָריע:ספרי קודש	Categorie:Geschrift in het jodendom
קאַטעגאָריע:מאדעלן	Categorie:Model
קאַטעגאָריע:אפריל	Categorie:April
קאַטעגאָריע:פרייצייט	Categorie:Vrije tijd
קאַטעגאָריע:קאנפערענצן	Categorie:Conferentie
קאַטעגאָריע:מיטל מזרח קאנפליקט	Categorie:Arabisch-Israëlisch conflict
קאַטעגאָריע:קאמפיוטער וויסנשאפט	Categorie:Informatica
קאַטעגאָריע:זשאנערס	Categorie:Literair genre
קאַטעגאָריע:זון סיסטעם	Categorie:Zonnestelsel
מוסטער:רעגירונג מעטאדן	Sjabloon:Navigatie staatsvormen
קאַטעגאָריע:אינטערנאציאנאלע ארגאניזאציעס	Categorie:Internationale organisatie
קאַטעגאָריע:ענטאמאלאגיע	Categorie:Entomologie
קאַטעגאָריע:רעגירונג מיניסטארן	Categorie:Minister
קאַטעגאָריע:אינדוסטריע	Categorie:Industrie
קאַטעגאָריע:ערפינדערס	Categorie:Uitvinder
קאַטעגאָריע:טעלעוויזיע סעריעס פאר קינדער	Categorie:Jeugdserie
קאַטעגאָריע:וואסער	Categorie:Water
גיין	Lopen
קאַטעגאָריע:געטראנקען	Categorie:Drank
קאַטעגאָריע:זאאלאגיע	Categorie:Zoölogie
קאַטעגאָריע:ישראל'דיגע מוסטערן	Categorie:Wikipedia:Sjablonen Israël
קאַטעגאָריע:קרעדיט	Categorie:Krediet
קאַטעגאָריע:פרעמיעס	Categorie:Prijs
קאַטעגאָריע:סימבאלן	Categorie:Symbool
קאַטעגאָריע:טעאטערס	Categorie:Theaterzaal
קאַטעגאָריע:סאציאל וויסנשאפט	Categorie:Sociale wetenschap
קאַטעגאָריע:בעלארוס	Categorie:Wit-Rusland
קאַטעגאָריע:ראק זינגערס	Categorie:Rockzanger
קאַטעגאָריע:מאסאטשוסעטס	Categorie:Massachusetts
קאַטעגאָריע:ראיאנען	Categorie:Regio
קאַטעגאָריע:לענדער אין אפריקע	Categorie:Land in Afrika
מוסטער:קאנאדישע פראווינצן	Sjabloon:Navigatie bestuurlijke indeling Canada
קאַטעגאָריע:1940ער	Categorie:1940-1949
קאַטעגאָריע:1900ער	Categorie:1900-1909
קאַטעגאָריע:1910ער	Categorie:1910-1919
קאַטעגאָריע:1920ער	Categorie:1920-1929
קאַטעגאָריע:1930ער	Categorie:1930-1939
קאַטעגאָריע:1950ער	Categorie:1950-1959
קאַטעגאָריע:1960ער	Categorie:1960-1969
קאַטעגאָריע:1980ער	Categorie:1980-1989
קאַטעגאָריע:1990ער	Categorie:1990-1999
קאַטעגאָריע:2000ער	Categorie:2000-2009
קאַטעגאָריע:2010ער	Categorie:2010-2019
מוסטער:באן ליניע אנווייזונגען	Wikipedia:Spoorlijnsjablonen/Legenda
װיקיפּעדיע:געצייג	Help:Hulpmiddelen
קאַטעגאָריע:לימפאטישע סיסטעם	Categorie:Lymfevatenstelsel
מוסטער:User cs	Sjabloon:Gebruiker cs
מוסטער:User es-3	Sjabloon:Gebruiker es-3
קאַטעגאָריע:באַניצער ro-2	Categorie:Wikipedia:Gebruiker ro-2
קאַטעגאָריע:באַניצער ro-3	Categorie:Wikipedia:Gebruiker ro-3
קאַטעגאָריע:באַניצער ro-N	Categorie:Wikipedia:Gebruiker ro-M
קאַטעגאָריע:באַניצער ru	Categorie:Wikipedia:Gebruiker ru
קאַטעגאָריע:באַניצער ru-2	Categorie:Wikipedia:Gebruiker ru-2
קאַטעגאָריע:באַניצער ru-3	Categorie:Wikipedia:Gebruiker ru-3
קאַטעגאָריע:באַניצער sv-1	Categorie:Wikipedia:Gebruiker sv-1
קאַטעגאָריע:באַניצער sv-N	Categorie:Wikipedia:Gebruiker sv-M
קאַטעגאָריע:באַניצער uk-4	Categorie:Wikipedia:Gebruiker uk-4
קאַטעגאָריע:באַניצער yi	Categorie:Wikipedia:Gebruiker yi
קאַטעגאָריע:באַניצער yi-1	Categorie:Wikipedia:Gebruiker yi-1
קאַטעגאָריע:באַניצער yi-2	Categorie:Wikipedia:Gebruiker yi-2
קאַטעגאָריע:באַניצער yi-3	Categorie:Wikipedia:Gebruiker yi-3
קאַטעגאָריע:הלכה	Categorie:Joodse wet
קאַטעגאָריע:מוזיקער	Categorie:Musicus
קאַטעגאָריע:מאלערס	Categorie:Kunstschilder
װיקיפּעדיע:בילדער	Wikipedia:Beleid voor gebruik van media
קאַטעגאָריע:צווייטע וועלט מלחמה רעגירער	Categorie:Persoon in de Tweede Wereldoorlog
קאַטעגאָריע:לאגערן	Categorie:Naziconcentratiekamp
קאַטעגאָריע:טערמינאלאגיע	Categorie:Terminologie
קאַטעגאָריע:ביימער	Categorie:Boom (plant)
קאַטעגאָריע:סאציאלאגיע	Categorie:Sociologie
ליטערארישע פיקציע	Literaire fictie
אנטראפאמעטריע	Antropometrie
קאַטעגאָריע:1560ער	Categorie:1560-1569
קאַטעגאָריע:1820ער	Categorie:1820-1829
קאַטעגאָריע:1670ער	Categorie:1670-1679
קאַטעגאָריע:1770ער	Categorie:1770-1779
קאַטעגאָריע:1760ער	Categorie:1760-1769
קאַטעגאָריע:1710ער	Categorie:1710-1719
קאַטעגאָריע:1650ער	Categorie:1650-1659
קאַטעגאָריע:1610ער	Categorie:1610-1619
קאַטעגאָריע:1810ער	Categorie:1810-1819
קאַטעגאָריע:1640ער	Categorie:1640-1649
סטרוקטור	Structuur
קאַטעגאָריע:1850ער	Categorie:1850-1859
קאַטעגאָריע:17טער י"ה	Categorie:17e eeuw
קאַטעגאָריע:1880ער	Categorie:1880-1889
קאַטעגאָריע:1720ער	Categorie:1720-1729
קאַטעגאָריע:1750ער	Categorie:1750-1759
קאַטעגאָריע:1870ער	Categorie:1870-1879
קאַטעגאָריע:1780ער	Categorie:1780-1789
קאַטעגאָריע:1860ער	Categorie:1860-1869
קאַטעגאָריע:1790ער	Categorie:1790-1799
קאַטעגאָריע:1730ער	Categorie:1730-1739
קאַטעגאָריע:1800ער	Categorie:1800-1809
קאַטעגאָריע:1700ער	Categorie:1700-1709
קאַטעגאָריע:מענטשליכע אויפפירונג	Categorie:Menselijk gedrag
קאַטעגאָריע:קאטעגאריע קעפל מוסטערן	Categorie:Wikipedia:Sjablonen categorie
קאַטעגאָריע:Windows	Categorie:Microsoft Windows
קאַטעגאָריע:2014	Categorie:2014
קרנית פלוג	Karnit Flug
מוסטער:User sv-3	Sjabloon:Gebruiker sv-3
קאַטעגאָריע:האנדל און פינאנץ	Categorie:Handel
קאַטעגאָריע:פארטאל	Categorie:Wikipedia:Portalen
קאַטעגאָריע:ביאכעמיע	Categorie:Biochemie
קאַטעגאָריע:באן טראנספארט אין פראנקרייך	Categorie:Spoorwegen in Frankrijk
קאַטעגאָריע:קאמפיוטער פראגראמירן	Categorie:Programmeren
קאַטעגאָריע:וויטאמינען	Categorie:Vitamine
קאַטעגאָריע:צירונגען	Categorie:Sieraad
קאַטעגאָריע:ריעל עסטעיט	Categorie:Vastgoed
מוסטער:אנווייז צום הויפט ארטיקל	Sjabloon:Zie hoofdartikel
קאַטעגאָריע:איידעלע גאזן	Categorie:Edelgas
קאַטעגאָריע:ניו יארק	Categorie:New York (staat)
קאַטעגאָריע:ניו זשערסי	Categorie:New Jersey
קאַטעגאָריע:אהאיא	Categorie:Ohio
קאַטעגאָריע:קאליפארניע	Categorie:Californië
קאַטעגאָריע:קאנעטיקעט	Categorie:Connecticut
קאַטעגאָריע:געגנטן אין ישראל	Categorie:Wijk in Israël
קאַטעגאָריע:מאדע	Categorie:Mode
קאַטעגאָריע:צווייטע וועלט מלחמה	Categorie:Tweede Wereldoorlog
קאַטעגאָריע:ערשטע וועלט מלחמה	Categorie:Eerste Wereldoorlog
קאַטעגאָריע:ציטירן מוסטערן	Categorie:Wikipedia:Sjablonen voetnoot
קאַטעגאָריע:פאפ זינגערס	Categorie:Popzanger
קאַטעגאָריע:ישראל פילמען	Categorie:Israëlische film
קאַטעגאָריע:טעקסטיל	Categorie:Textiel
קאַטעגאָריע:אמעריקאנער שרייבער	Categorie:Amerikaans schrijver
קאַטעגאָריע:דראמאטורגן	Categorie:Toneelschrijver
מוסטער:ישראל פרעזידענטן	Sjabloon:Navigatie presidenten Israël
מוסטער:צענטראלע ליניע סטאנציעס	Sjabloon:Navigatie Central Line Londen
קאַטעגאָריע:ארכיטעקטן	Categorie:Architect
קאַטעגאָריע:גאבאן	Categorie:Gabon
קאַטעגאָריע:קאמערון	Categorie:Kameroen
קאַטעגאָריע:ליביע	Categorie:Libië
קאַטעגאָריע:מאראקא	Categorie:Marokko
קאַטעגאָריע:היסטאריע פון פוילן	Categorie:Geschiedenis van Polen
קאַטעגאָריע:טראנספארט אין ישראל	Categorie:Verkeer en vervoer in Israël
קאַטעגאָריע:2006	Categorie:2006
קאַטעגאָריע:2007	Categorie:2007
קאַטעגאָריע:2008	Categorie:2008
קאַטעגאָריע:2009	Categorie:2009
קאַטעגאָריע:2010	Categorie:2010
קאַטעגאָריע:2011	Categorie:2011
קאַטעגאָריע:וועב פארטאלן	Categorie:Portaalsite
קאַטעגאָריע:וויסנשאפט פארטאלן	Categorie:Wikipedia:Portalen wetenschap en technologie
מוסטער:באן ליניע אפט4	Sjabloon:SP4
קאַטעגאָריע:געלט	Categorie:Munteenheid
מוסטער:User cs-3	Sjabloon:Gebruiker cs-3
קאַטעגאָריע:טייכן	Categorie:Rivier
קאַטעגאָריע:ארץ ישראל	Categorie:Geografie van Israël
מוסטער:User he-3	Sjabloon:Gebruiker he-3
מוסטער:User ro-2	Sjabloon:Gebruiker ro-2
מוסטער:User ru-1	Sjabloon:Gebruiker ru-1
מוסטער:User uk-4	Sjabloon:Gebruiker uk-4
מוסטער:User zh-1	Sjabloon:Gebruiker zh-1
קאַטעגאָריע:היסטאריע פון רוסלאנד	Categorie:Geschiedenis van Rusland
קאַטעגאָריע:ספארט אין ישראל	Categorie:Sport in Israël
מוסטער:צייט זאנעס אין אייראפע	Sjabloon:Zijbalk tijdzones Europa
קאַטעגאָריע:אסטראנויטן	Categorie:Ruimtevaarder
קאַטעגאָריע:אייראוויזיאן	Categorie:Eurovisiesongfestival
קאַטעגאָריע:געזאנג	Categorie:Zang
קאַטעגאָריע:שוועדישע מענטשן	Categorie:Zweeds persoon
קאַטעגאָריע:אינדיער	Categorie:Indiaas persoon
קאַטעגאָריע:יאפאנעזער	Categorie:Japans persoon
קאַטעגאָריע:טעאטער	Categorie:Theater
קאַטעגאָריע:אינזשענירן	Categorie:Ingenieur
קאַטעגאָריע:ביזנעסלייט	Categorie:Persoon uit het bedrijfsleven
קאַטעגאָריע:לינגוויסטן	Categorie:Taalkundige
קאַטעגאָריע:קאמיקער	Categorie:Komiek
קאַטעגאָריע:פרעמיער מיניסטארן פון בריטאניע	Categorie:Premier van het Verenigd Koninkrijk
קאַטעגאָריע:פיליפינען	Categorie:Filipijnen
קאַטעגאָריע:עמערגענץ דינסטן	Categorie:Hulpdienst
קאַטעגאָריע:ישראלדיקע זינגערס	Categorie:Israëlisch zanger
קאַטעגאָריע:באַניצער nl	Categorie:Wikipedia:Gebruiker nl
