阿非利加洲	Afrika
Category:釋義	Categorie:Wikipedia:Doorverwijspagina
Category:哲學	Categorie:Filosofie
Category:心理	Categorie:Psychologie
Category:佛教	Categorie:Boeddhisme
Category:基督教	Categorie:Christendom
Category:回教	Categorie:Islam
Category:猶太教	Categorie:Jodendom
反氦	Anti-alfadeeltje
嘉當矩陣	Cartan-matrix
華東師範大學	East China Normal University
藏文維基大典	Tibetaanse Wikipedia
量子群	Kwantumgroep
吳 (釋義)	Wu
彌敦道	Nathan Road
精緻拱門	Delicate Arch
大悲咒	Nilakantha dharani
溫度換算	Temperatuurschaal
吐蕃	Tibetaans rijk
鄰域	Omgeving (wiskunde)
家娛頻道	Jia Yu Channel
大澳	Tai O
香囊	Geurzakje
華夏	Huaxia
燒賣	Siew maai
Category:殘章	Categorie:Wikipedia:Beginnetje
Category:維基事	Categorie:Wikipedia:Beheer
Category:行星	Categorie:Planeet
Category:地質	Categorie:Geologie
明治	Meijiperiode
維基大典:陳年今誌	Wikipedia:Dag uit de geschiedenis
正數	Positief getal
Help:凡例	Wikipedia:Snelcursus/Bewerken
Template:太陽系	Sjabloon:Navigatie zonnestelsel
門:子	Portaal:Filosofie
門:集	Portaal:Kunst & Cultuur
Category:美國列傳	Categorie:Amerikaans persoon
Template:Tl	Sjabloon:Tl
Template:Userbox	Sjabloon:Gebruikersbox
Category:網頁瀏覽器	Categorie:Webbrowser
Template:世事	Sjabloon:Hoofdpagina - in het nieuws
Category:律法	Categorie:Recht
Category:計學	Categorie:Economie
維基大典:有秩選舉	Wikipedia:Aanmelding moderatoren
Category:醫學	Categorie:Geneeskunde
Category:政治	Categorie:Politiek
Category:教育	Categorie:Onderwijs
Category:藝術	Categorie:Kunst
會計	Boekhouding
密思兒	Egypte (land)
Category:統計	Categorie:Statistiek
Template:Bot	Sjabloon:Bot
加拿大	Canada
Category:卓著	Categorie:Wikipedia:Etalage-artikelen
維	Dimensie (algemeen)
Category:遊戲	Categorie:Spel
Category:幫助文檔	Categorie:Wikipedia:Help
維基大典:世事	Portaal:In het nieuws
Template:Documentation	Sjabloon:Sjabdoc
維基大典:簿之權限	Help:Overzicht van soorten Wikipediagebruikers
Category:維基提案	Categorie:Wikipedia:Voorstel
維基大典:聯繫	Help:Contact met Wikipedia
維基大典:市集	Portaal:Gebruikersportaal
Category:維基人	Categorie:Wikipedia:Babel
維基大典:忽略規則	Wikipedia:Negeer alle regels
維基大典:五柱	Wikipedia:Vijf zuilen
企業	Bedrijf
Template:Softredirect	Sjabloon:Softredirect
Template:刪	Sjabloon:Nuweg
Category:語言	Categorie:Taal
Category:語法	Categorie:Grammatica
Category:維基大典	Categorie:Encyclopedie Wikipedia
Category:諸語維基大典	Categorie:Wikipedia naar taal
Category:未索之頁	Categorie:Wikipedia:Niet te indexeren pagina's
Category:帶壞檔之頁	Categorie:Wikipedia:Pagina's met onjuiste bestandsverwijzingen
門:卷首	Portaal:Portalenoverzicht
Template:Navbox	Sjabloon:Navigatie
Template:捷徑	Sjabloon:Verwijzing
Category:時區	Categorie:Tijdzone
Category:維基大典維護	Categorie:Wikipedia:Onderhoud
社稷	Sheji
門:美國史	Portaal:Verenigde Staten
Template:Navbar	Sjabloon:Tnavbar
Template:Unicode	Sjabloon:Unicode
Category:格式模板	Categorie:Wikipedia:Sjablonen opmaak
Template:Clear	Sjabloon:Clearboth
Template:Nowrap	Sjabloon:Nowrap
阮氏	Ruan (achternaam)
維基大典:當有之文	Wikipedia:Archief/Wikipedia:Artikelen die elke Wikipedia zou moeten hebben
Category:數	Categorie:Getal
Category:書籍	Categorie:Boek
Template:Wikisource	Sjabloon:Wikisource
Template:Babel	Sjabloon:Babel
Template:共享	Sjabloon:Commons
Template:Link GA	Sjabloon:Link GA
Template:Reflist	Sjabloon:References
維基大典:掃興警示	Wikipedia:Leeswaarschuwing
Template:芻文	Sjabloon:Beginnetje
Template:See also	Sjabloon:Zie ook
Template:User de	Sjabloon:Gebruiker de
Template:User de-1	Sjabloon:Gebruiker de-1
Template:User es-2	Sjabloon:Gebruiker es
Template:User en-3	Sjabloon:Gebruiker en-3
Template:User en-1	Sjabloon:Gebruiker en-1
Template:User en-2	Sjabloon:Gebruiker en-2
Template:User en-4	Sjabloon:Gebruiker en-4
Template:User en	Sjabloon:Gebruiker en
Template:User de-2	Sjabloon:Gebruiker de-2
Template:User es-1	Sjabloon:Gebruiker es-1
Template:User fr-1	Sjabloon:Gebruiker fr-1
Template:User he-2	Sjabloon:Gebruiker he-2
Template:User id-3	Sjabloon:Gebruiker id-3
Template:User sk	Sjabloon:Gebruiker sk
Template:User fr-2	Sjabloon:Gebruiker fr-2
Template:User ja	Sjabloon:Gebruiker ja
Template:User ja-1	Sjabloon:Gebruiker ja-1
Template:User fr	Sjabloon:Gebruiker fr
Category:智利	Categorie:Chili
Category:廿一世紀	Categorie:21e eeuw
Category:User uk	Categorie:Wikipedia:Gebruiker uk
Category:User uk-N	Categorie:Wikipedia:Gebruiker uk-M
Template:Mod	Sjabloon:Modulo
Template:User uk	Sjabloon:Gebruiker uk
Category:百科全書	Categorie:Encyclopedie
Template:歡迎	Sjabloon:Hola
Category:User ms	Categorie:Wikipedia:Gebruiker ms
Template:Edit	Sjabloon:Edit
Template:Ref	Sjabloon:Ref
Category:連結模板	Categorie:Wikipedia:Sjablonen links
Template:Userbox-2	Sjabloon:Gebruikersbox-2
Category:User fr-1	Categorie:Wikipedia:Gebruiker fr-1
Template:Wikiquote	Sjabloon:Wikiquote
Template:Image label	Sjabloon:Afbeelding label
Template:Ja	Sjabloon:Jpn
Template:醫	Sjabloon:Disclaimer medisch lemma
Template:Es	Sjabloon:Es
Template:Disputed	Sjabloon:Twijfel
Template:Hide in print	Sjabloon:Niet afdrukken
Category:美國史	Categorie:Geschiedenis van de Verenigde Staten
Template:國	Sjabloon:Infobox land
Template:Infobox software	Sjabloon:Infobox software
Template:Wide image	Sjabloon:Panorama
Template:Military Conflict	Sjabloon:Infobox militair conflict
Template:Audio	Sjabloon:Audio
Template:電玩訊欄	Sjabloon:Infobox computerspel
Template:卓著	Sjabloon:Etalage
Category:User en-4	Categorie:Wikipedia:Gebruiker en-4
Category:User en	Categorie:Wikipedia:Gebruiker en
Category:User zh	Categorie:Wikipedia:Gebruiker zh
Category:User zh-N	Categorie:Wikipedia:Gebruiker zh-M
Category:User en-2	Categorie:Wikipedia:Gebruiker en-2
Category:曲	Categorie:Compositie
Template:Infobox	Sjabloon:Infobox generiek
Template:User zh	Sjabloon:Gebruiker zh
Template:Legend	Sjabloon:Legenda
Template:引網	Sjabloon:Citeer web
Category:食	Categorie:Voeding
Template:Coor URL	Sjabloon:MapsServer
Category:史書	Categorie:Historisch boek
Template:維基爾雅	Sjabloon:Wikt
Template:Multi-listen start	Sjabloon:Multi-listen start
Template:MongolUnicode	Sjabloon:MongolUnicode
Template:Languageicon	Sjabloon:Taalaanduiding
Category:農業	Categorie:Landbouw
Category:User ms-N	Categorie:Wikipedia:Gebruiker ms-M
Template:User ru	Sjabloon:Gebruiker ru
Category:二十世紀	Categorie:20e eeuw
Template:IPA	Sjabloon:IPA
Template:釋義二	Sjabloon:Zie dp
Category:東羅馬史	Categorie:Byzantijnse Rijk
Template:Dyk	Sjabloon:Hoofdpagina - wist je dat
Template:Archive box	Sjabloon:Archief
Template:Copyvio	Sjabloon:Auteur
Template:天下觀	Sjabloon:Wereldwijd
Template:Image label end	Sjabloon:Afbeelding label eind
Template:澳大利亞地方	Sjabloon:Navigatie bestuurlijke indeling Australië
Template:Purge	Sjabloon:Purge
Template:土星之衛星	Sjabloon:Navigatie manen Saturnus
Template:敗興	Sjabloon:Leeswaarschuwing
Template:中華人民共和國地方	Sjabloon:Navigatie bestuurlijke indeling China
Template:齋	Sjabloon:Gebruikerspagina
Template:Math.ceil	Sjabloon:Ceil
Template:User	Sjabloon:Gebruikerlinks
Template:User language-4	Sjabloon:Babel4
Category:公司	Categorie:Bedrijf
Template:User fr-3	Sjabloon:Gebruiker fr-3
Template:Th	Sjabloon:Th
Category:日本地方志	Categorie:Bestuurlijke indeling van Japan
Category:電腦	Categorie:Computer
Category:器	Categorie:Apparatuur
Template:非也	Sjabloon:Tegen
Category:複分析	Categorie:Complexe analyse
Category:User ja-N	Categorie:Wikipedia:Gebruiker ja-M
Category:茶	Categorie:Thee
Template:Browsebar	Portaal:Wetenschapsgeschiedenis/Navigatiebalk
Template:釋義	Sjabloon:Dp
Category:攝影	Categorie:Fotografie
Category:天皇本紀	Categorie:Keizer van Japan
Category:德意志第三帝國書	Categorie:Nazi-Duitsland
Category:朝鮮史	Categorie:Geschiedenis van Korea
Category:礦冶	Categorie:Mijnbouw
Template:User ksh	Sjabloon:Gebruiker ksh
Template:User yue-1	Sjabloon:Gebruiker yue-1
Category:廣州	Categorie:Kanton (stad)
Category:建築	Categorie:Architectuur
Category:生物	Categorie:Organisme
Template:De	Sjabloon:De
Template:Infobox person	Sjabloon:Infobox persoon
Category:鐵路	Categorie:Spoorweg
Template:洲	Sjabloon:Navigatie continenten en regio's van de wereld
Template:InterWiki	Sjabloon:InterWiki
Template:User th-1	Sjabloon:Gebruiker th-1
Category:金蘭之模	Categorie:Wikipedia:Sjablonen zusterproject
Template:User bg	Sjabloon:Gebruiker bg
Template:User la-1	Sjabloon:Gebruiker la-1
Template:歐洲	Sjabloon:Navigatie landen Europa
Category:User yue	Categorie:Wikipedia:Gebruiker yue
Category:User sk	Categorie:Wikipedia:Gebruiker sk
Category:User fr	Categorie:Wikipedia:Gebruiker fr
Category:User id	Categorie:Wikipedia:Gebruiker id
Category:User ja	Categorie:Wikipedia:Gebruiker ja
Category:User la	Categorie:Wikipedia:Gebruiker la
Category:User th	Categorie:Wikipedia:Gebruiker th
Category:User fr-3	Categorie:Wikipedia:Gebruiker fr-3
Category:User fr-2	Categorie:Wikipedia:Gebruiker fr-2
Category:User ja-2	Categorie:Wikipedia:Gebruiker ja-2
Category:User ko-N	Categorie:Wikipedia:Gebruiker ko-M
Category:User fr-N	Categorie:Wikipedia:Gebruiker fr-M
Category:User ru-N	Categorie:Wikipedia:Gebruiker ru-M
Category:娛樂	Categorie:Amusement
Category:商學	Categorie:Bedrijfsleven
Template:User yue	Sjabloon:Gebruiker yue
Category:文字	Categorie:Schriftsysteem
Category:User bg	Categorie:Wikipedia:Gebruiker bg
Category:道教	Categorie:Taoïsme
Category:User bg-N	Categorie:Wikipedia:Gebruiker bg-M
Category:User sk-N	Categorie:Wikipedia:Gebruiker sk-M
Category:User de	Categorie:Wikipedia:Gebruiker de
Category:User de-2	Categorie:Wikipedia:Gebruiker de-2
Category:User de-N	Categorie:Wikipedia:Gebruiker de-M
Category:User en-3	Categorie:Wikipedia:Gebruiker en-3
Category:User en-N	Categorie:Wikipedia:Gebruiker en-M
Category:User es	Categorie:Wikipedia:Gebruiker es
Category:User es-1	Categorie:Wikipedia:Gebruiker es-1
Category:User id-3	Categorie:Wikipedia:Gebruiker id-3
Category:匈奴書	Categorie:Xiong Nu
Template:Three Kingdoms Wars	Sjabloon:Zijbalk gevechten Drie Koninkrijken
Category:韓語	Categorie:Koreaans
Category:幾何	Categorie:Meetkunde
Category:User ja-1	Categorie:Wikipedia:Gebruiker ja-1
Category:User ko	Categorie:Wikipedia:Gebruiker ko
Category:User ko-1	Categorie:Wikipedia:Gebruiker ko-1
Category:User ko-2	Categorie:Wikipedia:Gebruiker ko-2
Category:User ksh	Categorie:Wikipedia:Gebruiker ksh
Category:User ksh-N	Categorie:Wikipedia:Gebruiker ksh-M
Category:User la-3	Categorie:Wikipedia:Gebruiker la-3
Category:斯巴達書	Categorie:Sparta
Category:User ru-1	Categorie:Wikipedia:Gebruiker ru-1
維基大典:巴别	Wikipedia:Babel
Category:大洋洲史	Categorie:Geschiedenis van Oceanië
Category:User ms-1	Categorie:Wikipedia:Gebruiker ms-1
長安	Chang'an (stad)
Template:Math.floor	Sjabloon:Floor
Template:Math.abs	Sjabloon:Abs
Category:以嗜好類之維基人	Wikipedia:Wikipedianen naar expertise
Category:朝鮮本紀	Categorie:Koning van Joseon
Category:廣東省	Categorie:Guangdong
Category:四川省	Categorie:Sichuan
Category:遼寧省	Categorie:Liaoning
Category:陝西省	Categorie:Shaanxi
Category:安徽省	Categorie:Anhui
Category:江西省	Categorie:Jiangxi
Category:江蘇省	Categorie:Jiangsu
Category:吉林省	Categorie:Jilin
Category:福建省	Categorie:Fujian
Category:海南省	Categorie:Hainan
Category:河北省	Categorie:Hebei
Category:黑龍江省	Categorie:Heilongjiang
Category:湖北省	Categorie:Hubei
Category:地理	Categorie:Fysische geografie
Category:水	Categorie:Water
Category:美洲史	Categorie:Geschiedenis van Amerika
Template:提案	Sjabloon:Voorstel
Category:社會科學	Categorie:Sociale wetenschap
Template:Zh	Sjabloon:Zh
Template:Navigationsleiste	Sjabloon:Navigatie uitklapbaar
Template:User ja-2	Sjabloon:Gebruiker ja-2
Template:User ko-2	Sjabloon:Gebruiker ko-2
Template:User ko-1	Sjabloon:Gebruiker ko-1
Template:User ru-2	Sjabloon:Gebruiker ru-2
Template:天王星之衛星	Sjabloon:Navigatie manen Uranus
Category:User ru	Categorie:Wikipedia:Gebruiker ru
Category:User ru-2	Categorie:Wikipedia:Gebruiker ru-2
Category:User th-1	Categorie:Wikipedia:Gebruiker th-1
Category:User yue-1	Categorie:Wikipedia:Gebruiker yue-1
Category:User yue-N	Categorie:Wikipedia:Gebruiker yue-M
Template:En	Sjabloon:En
Category:山東省	Categorie:Shandong
Category:雲南省	Categorie:Yunnan
Category:浙江省	Categorie:Zhejiang
Category:青海省	Categorie:Qinghai
Category:河南省	Categorie:Henan
Category:湖南省	Categorie:Hunan
Template:Lang	Sjabloon:Lang
Category:日本文學	Categorie:Japanse literatuur
Category:群學	Categorie:Sociologie
Template:2images	Sjabloon:Dubbele afbeelding
域	Champ
Category:三世紀	Categorie:3e eeuw
Category:十七世紀	Categorie:17e eeuw
Category:七世紀	Categorie:7e eeuw
Category:東羅馬本紀	Categorie:Keizer van Byzantium
Category:門	Categorie:Wikipedia:Portalen
Template:Ko	Sjabloon:Ko
Template:Main	Sjabloon:Zie hoofdartikel
Category:希臘史	Categorie:Geschiedenis van Griekenland
Category:澳大利亞史	Categorie:Geschiedenis van Australië
Category:北韓紀事	Categorie:Geschiedenis van Noord-Korea
Category:加拿大史	Categorie:Geschiedenis van Canada
Template:User ko	Sjabloon:Gebruiker ko
Template:User ru-1	Sjabloon:Gebruiker ru-1
Template:User zh-1	Sjabloon:Gebruiker zh-1
Template:User zh-2	Sjabloon:Gebruiker zh-2
Template:User zh-3	Sjabloon:Gebruiker zh-3
Template:User zh-4	Sjabloon:Gebruiker zh-4
Category:俄羅斯史	Categorie:Geschiedenis van Rusland
Template:Multi-listen end	Sjabloon:Multi-listen end
Category:中華自治區	Categorie:Regio van China
Category:羅馬皇帝本紀	Categorie:Romeins keizer
維基大典:維基聊齋	Wikipedia:Humor en onzin/Opmerkelijke pagina's
Category:戲劇	Categorie:Theater
Template:中立	Sjabloon:Neutraal
Category:中東史	Categorie:Geschiedenis van het Midden-Oosten
Category:User zh-1	Categorie:Wikipedia:Gebruiker zh-1
Category:User zh-4	Categorie:Wikipedia:Gebruiker zh-4
Category:User zh-3	Categorie:Wikipedia:Gebruiker zh-3
Category:User zh-2	Categorie:Wikipedia:Gebruiker zh-2
Category:刑法	Categorie:Strafrecht
Category:酸	Categorie:Zuur
Category:算法	Categorie:Algoritme
Category:一世紀	Categorie:1e eeuw
Category:十四世紀	Categorie:14e eeuw
Category:二世紀	Categorie:2e eeuw
Category:四世紀	Categorie:4e eeuw
Category:十八世紀	Categorie:18e eeuw
Category:八世紀	Categorie:8e eeuw
Category:整數	Categorie:Natuurlijk getal
Category:香港列傳	Categorie:Hongkongs persoon
粵語	Kantonees
Category:藤原氏	Categorie:Fujiwara-clan
Category:印歐語系	Categorie:Indo-Europese taalfamilie
Category:量子場論	Categorie:Kwantumveldentheorie
Category:泰國銀行	Categorie:Thaise bank
Category:化學元素	Categorie:Chemisch element
Template:中國世界遺產	Sjabloon:Navigatie werelderfgoed China
Category:姓氏	Categorie:Achternaam
Category:朝鮮民主主義人民共和國書	Categorie:Noord-Korea
Category:英國史	Categorie:Geschiedenis van het Verenigd Koninkrijk
Category:中華史	Categorie:Geschiedenis van China
Category:新聞學	Categorie:Journalistiek
Category:前二世紀	Categorie:2e eeuw v.Chr.
Category:前三世紀	Categorie:3e eeuw v.Chr.
Category:越南地理志	Categorie:Geografie van Vietnam
Category:高句麗書	Categorie:Goguryeodynastie
Category:蘇聯書	Categorie:Sovjet-Unie
Category:古羅馬史	Categorie:Romeinse oudheid
Category:高麗書	Categorie:Goryeodynastie
Category:朝鮮書	Categorie:Joseondynastie
Category:前一世紀	Categorie:1e eeuw v.Chr.
Category:新羅書	Categorie:Silladynastie
Category:美國總統世家	Categorie:President van de Verenigde Staten
Category:歐洲史	Categorie:Geschiedenis van Europa
Category:魚	Categorie:Vis
Category:北京市	Categorie:Peking
Category:果	Categorie:Fruit
Category:天候學	Categorie:Klimatologie
Category:亞洲地理志	Categorie:Geografie van Azië
Category:人類學	Categorie:Antropologie
Category:作業系統	Categorie:Besturingssysteem
Category:清書	Categorie:Qing-dynastie
Category:宋書	Categorie:Song-dynastie
Category:周書	Categorie:Zhou-dynastie
Category:阮氏大南書	Categorie:Nguyen-dynastie
Category:天演	Categorie:Evolutie
Category:動物	Categorie:Dierenrijk
Category:俄羅斯加盟共和國	Categorie:Deelrepubliek van Rusland
Category:三國書	Categorie:Drie koninkrijken
Category:兵器	Categorie:Wapen
Category:紀年	Categorie:Chronologie
Category:中華史誌	Categorie:Chinese historiografie
Category:弦論	Categorie:Snaartheorie
Category:數學分析	Categorie:Wiskundige analyse
Category:樂器	Categorie:Muziekinstrument
Category:漢字	Categorie:Chinees schrift
Category:氣象	Categorie:Meteorologie
Category:實驗儀器	Categorie:Laboratoriuminstrument
Category:香港	Categorie:Hongkong
Category:PS2遊戲	Categorie:PlayStation 2-spel
Category:鹽	Categorie:Zout
Category:廣西壯族自治區	Categorie:Guangxi
Category:衣	Categorie:Kleding
Category:上海市	Categorie:Shanghai
Category:龜	Categorie:Schildpad
Category:中華節日	Categorie:Chinese feestdag
Category:節日	Categorie:Festival
Category:臺北市	Categorie:Taipei
Category:書體	Categorie:Lettertype
Category:古希臘史	Categorie:Griekse oudheid
Category:交通	Categorie:Vervoer
Category:刑	Categorie:Straf
Category:玩	Categorie:Speelgoed
Category:數趣	Categorie:Recreatieve wiskunde
Category:群論	Categorie:Groepentheorie
Category:數論	Categorie:Getaltheorie
Category:拓撲學	Categorie:Topologie
Category:疇人	Categorie:Wiskundige
Category:雕塑	Categorie:Beeldhouwkunst
Category:大韓民國大統領世家	Categorie:President van Zuid-Korea
Category:漢語	Categorie:Chinese talen
Category:澳門	Categorie:Macau
Category:日本文	Categorie:Japans schrift
Category:塔	Categorie:Toren
便利店	Gemakswinkel
Category:中華人民共和國書	Categorie:Volksrepubliek China
Category:衛星	Categorie:Natuurlijke maan
Category:數學史	Categorie:Geschiedenis van de wiskunde
夏至	Langste dag
Template:依余之見	Sjabloon:Opmerking
臺北	Taipei
中國 (釋義)	China (doorverwijspagina)
門:數學	Portaal:Wiskunde
Category:北韓本紀	Categorie:President van Noord-Korea
Category:武漢市	Categorie:Wuhan
Template:User lzh-1	Sjabloon:Gebruiker zh-wen-1
Category:User lzh-2	Categorie:Wikipedia:Gebruiker lzh-2
Template:User lzh-2	Sjabloon:Gebruiker zh-wen-2
Category:代數	Categorie:Algebra
Category:雅典列傳	Categorie:Persoon uit het oude Athene
Category:雅典書	Categorie:Oude Athene
Category:鹼	Categorie:Base
Category:橋	Categorie:Brug
Category:占城書	Categorie:Champa
Category:矮行星	Categorie:Dwergplaneet
Category:地震	Categorie:Aardbeving
Category:東正教會	Categorie:Oosters-orthodoxe Kerk
Category:電極	Categorie:Elektrode
Category:版權	Categorie:Auteursrecht
Category:世界語	Categorie:Esperanto
Category:語法格	Categorie:Naamval
Category:杭州市	Categorie:Hangzhou
Category:南亞史	Categorie:Geschiedenis van Zuid-Azië
Category:內蒙古自治區	Categorie:Binnen-Mongolië
Category:蘇州市	Categorie:Suzhou
Category:律史	Categorie:Rechtsgeschiedenis
門:化學	Portaal:Scheikunde
Category:秦書	Categorie:Qin-dynastie
Category:中華民國書	Categorie:Republiek China
Category:有機化學	Categorie:Organische chemie
Category:製鹽	Categorie:Zoutwinning
Category:船舶	Categorie:Schip
Category:中華特別行政區	Categorie:Speciale Administratieve Regio van de Volksrepubliek China
Category:衡器	Categorie:Meetinstrument
Category:桃園市	Categorie:Táoyuán
Category:電話	Categorie:Telefonie
Category:User cdo	Categorie:Wikipedia:Gebruiker cdo
Category:User cdo-N	Categorie:Wikipedia:Gebruiker cdo-M
Category:應用科學	Categorie:Toegepaste wetenschap
Category:中華當世諸省	Categorie:Provincie van China
Category:輿圖學	Categorie:Cartografie
Category:西安市	Categorie:Xi'an
Template:Image label begin	Sjabloon:Afbeelding label begin
Category:儒家	Categorie:Confucianisme
Category:民法	Categorie:Burgerlijk recht
Category:廿四史	Categorie:Vierentwintig Geschiedenissen
Category:User cmn	Categorie:Wikipedia:Gebruiker cmn
Category:User lzh	Categorie:Wikipedia:Gebruiker lzh
Category:User en-1	Categorie:Wikipedia:Gebruiker en-1
Category:User de-1	Categorie:Wikipedia:Gebruiker de-1
Category:語言標示模	Categorie:Wikipedia:Sjablonen ISO-639
Category:非洲史	Categorie:Geschiedenis van Afrika
雨冰	IJzel
Template:海王星之衛星	Sjabloon:Navigatie manen Neptunus
維基大典:驛站	Wikipedia:Archief/Wikipedia:TourBus - Bushalte Wikipedia NL
Template:湖北行政區劃	Sjabloon:Navigatie provincie Hubei
Template:法國二戰期間的坦克與裝甲車	Sjabloon:Navigatie gevechtsvoertuigen Frankrijk Tweede Wereldoorlog
Template:Multi-listen item	Sjabloon:Multi-listen item
Template:Style/IPA	Sjabloon:Style/IPA
Template:Style/yid	Sjabloon:Style/yid
麗水市	Lishui
Special:近易	Speciaal:RecenteWijzigingen
Module:String	Module:String
雨傘運動	Protesten in Hongkong in 2014
代言 (動漫)	Mascotte (symbool)
