ܐܦܪܝܩܐ	Afrika
ܣܕܪܐ:ܠܒܢܢ	Categorie:Libanon
ܣܕܪܐ:ܪܝܫܝ ܩܘܛܢܝܘܬܐ ܕܐܬܪܘܬܐ ܡܚܝܕܐ ܕܐܡܪܝܩܐ	Categorie:President van de Verenigde Staten
ܣܕܪܐ:ܝܘܪܕܢܢ	Categorie:Jordanië
ܣܕܪܐ:ܦܐܪܐ	Categorie:Fruit
ܣܕܪܐ:ܝܘܠܦܢ ܟܘܪܗܢܐ	Categorie:Pathologie
ܣܕܪܐ:ܓܒܐ	Categorie:Politieke partij
ܣܕܪܐ:ܕܝܬܝܩܝ ܚܕܬܐ	Categorie:Nieuwe Testament
ܣܕܪܐ:ܕܝܬܝܩܝ ܥܬܝܩܬܐ	Categorie:Oude Testament
ܣܕܪܐ:ܐܘܩܝܢܘ	Categorie:Oceaan
ܣܕܪܐ:ܓܪܡܐ	Categorie:Skelet
ܣܕܪܐ:ܚܝܘܬܐ	Categorie:Dierenrijk
ܣܕܪܐ:ܛܘܪܐ	Categorie:Gebergte
ܣܕܪܐ:ܣܘܥܪܢܐ	Categorie:Evenement
ܣܕܪܐ:ܟܘܪܗܢܐ	Categorie:Ziekte
ܣܕܪܐ:User pl	Categorie:Wikipedia:Gebruiker pl
ܣܕܪܐ:ܩܣܪ	Categorie:Keizer
ܣܕܪܐ:ܡܕܒܪܐ	Categorie:Woestijn
ܣܕܪܐ:ܝܡܡܬܐ	Categorie:Meer
ܩܠܒܐ:ܨܢܕܘܩ ܪܡܙܐ ܕܠܫܢܐ	Sjabloon:Infobox taal
ܣܕܪܐ:ܩܛܠܥܡܐ	Categorie:Bloedbad
ܣܕܪܐ:ܡܠܟܘܬܐ ܕܗܘܠܢܕܐ	Categorie:Koninkrijk der Nederlanden
ܨܝܢ	China (doorverwijspagina)
ܣܕܪܐ:ܠܫܢܐ ܘܠܥܙܐ ܨܝܢܝܐ	Categorie:Dialect in China
ܛܪܘܝܐܢܝ	Trojany (Mazovië)
ܣܕܪܐ:ܢܒܝܐ ܕܕܝܬܝܩܝ ܥܬܝܩܬܐ	Categorie:Profeet uit de Hebreeuwse Bijbel
ܣܕܪܐ:ܦܛܪܝܪܟܘ ܕܥܕܬܐ ܟܠܕܝܬܐ ܩܬܘܠܝܩܝܬܐ	Categorie:Chaldeeuws-katholiek patriarch van Babylon
ܣܕܪܐ:ܦܛܪܝܪܟܘ	Categorie:Patriarch
ط	Tah (Arabische letter)
ܣܕܪܐ:ܒܝܬ ܟܬܒܐ	Categorie:Bibliotheek
ܣܕܪܐ:ܫܢܬܐ ܥܕܬܢܝܬܐ	Categorie:Kerkelijk jaar
ܣܕܪܐ:ܐܪܙܐ	Categorie:Sacrament
ܣܕܪܐ:ܒܝܬ ܢܗܪܝܢ	Categorie:Mesopotamië
ܣܕܪܐ:ܕܝܪ̈ܬܐ ܣܘܪ̈ܝܝܬܐ	Categorie:Klooster in de Syrisch-orthodoxe Kerk
ܣܕܪܐ:ܓܘܢܐ	Categorie:Kleur
ܣܕܪܐ:ܦܣܩܐ ܕܝܘܡܐ	Categorie:Dagdeel
ܣܕܪܐ:ܫܢܐ	Categorie:Gebit
ܣܕܪܐ:ܩܕܝܫܐ ܒܡܫܝܚܝܘܬܐ ܣܘܪܝܝܬܐ	Categorie:Kerkvader van het Syrisch christendom
ܣܕܪܐ:ܦܛܪܝܪܟܘ ܕܥܕܬܐ ܣܘܪܝܝܬܐ ܐܪܬܘܕܟܣܝܬܐ	Categorie:Syrisch-orthodox patriarch van Antiochië
ܣܕܪܐ:ܩܠܒܐ	Categorie:Wikipedia:Sjablonen op functie
ܣܕܪܐ:ܩܕܝܫܐ	Categorie:Heilige
ܩܪܕܐ (ܪܚܫܐ)	Teken (dieren)
ܩܠܒܐ:User nl-4	Sjabloon:Gebruiker nl-4
ܩܠܒܐ:User nl-3	Sjabloon:Gebruiker nl-3
ܩܠܒܐ:Tim	Sjabloon:Tim
ܬܪܥܐ:ܐܘܩܝܢܘܣܝܐ	Portaal:Oceanië
ܢܘܓܗܐ	Dageraad
ܚܡܣܐ	Gember
ܟܘܕܐ	Kraamvloed
ܕܝܠܢܝܐ:ܫܘܚܠܦ̈ܐ ܚܕ̈ܬܐ	Speciaal:RecenteWijzigingen
ܘܙܐ	Ganzen
